timestamp,customer_id,channel,product_id,quantity,base_price,payment_terms,discount_percentage,final_price,total_amount
2024-01-18 02:27:00,CUST_000084,Online,PROD_0013,16,298.1,Net 15,23.13,229.15,3666.4
2024-01-06 11:43:00,CUST_000362,Online,PROD_0016,13,579.88,Net 30,9.34,525.72,6834.36
2024-01-21 07:53:00,CUST_000041,Offline,PROD_0067,1,25.82,Net 60,6.28,24.2,24.2
2024-01-22 00:35:00,CUST_000203,Online,PROD_0095,11,487.53,Net 30,8.3,447.07,4917.77
2024-01-21 10:34:00,CUST_000416,Online,PROD_0055,1,629.49,Net 60,10.22,565.16,565.16
2024-01-13 16:53:00,CUST_000128,Online,PROD_0065,8,408.5,COD,13.7,352.54,2820.32
2024-01-22 09:52:00,CUST_000142,Online,PROD_0035,2,76.96,Net 15,14.67,65.67,131.34
2024-01-12 14:52:00,CUST_000344,Offline,PROD_0016,13,614.77,Net 30,11.2,545.92,7096.96
2024-01-10 13:12:00,CUST_000492,Online,PROD_0001,2,609.78,Net 30,11.16,541.73,1083.46
2024-01-05 05:23:00,CUST_000103,Online,PROD_0050,4,510.98,Net 15,7.13,474.55,1898.2
2024-01-02 21:16:00,CUST_000107,Online,PROD_0014,2,696.21,COD,9.6,629.37,1258.74
2024-01-04 13:09:00,CUST_000479,Online,PROD_0062,13,215.72,Net 30,11.68,190.52,2476.76
2024-01-03 02:46:00,CUST_000017,Online,PROD_0007,4,681.76,Net 15,14.94,579.91,2319.64
2024-01-06 16:11:00,CUST_000025,Online,PROD_0023,15,169.84,Net 30,3.27,164.29,2464.35
2024-01-22 19:23:00,CUST_000064,Offline,PROD_0099,12,398.77,COD,19.1,322.6,3871.2
2024-01-29 10:24:00,CUST_000457,Online,PROD_0063,12,76.89,Net 30,17.01,63.81,765.72
2024-01-04 05:00:00,CUST_000342,Online,PROD_0029,5,820.94,Net 30,7.47,759.62,3798.1
2024-01-20 22:27:00,CUST_000375,Offline,PROD_0022,10,542.85,COD,11.48,480.53,4805.3
2024-01-16 14:16:00,CUST_000237,Online,PROD_0080,2,971.34,Net 30,23.67,741.42,1482.84
2024-01-08 11:26:00,CUST_000176,Online,PROD_0093,8,942.9,Net 15,0.51,938.09,7504.72
2024-01-22 20:41:00,CUST_000291,Offline,PROD_0006,5,998.58,COD,20.28,796.07,3980.35
2024-01-27 14:29:00,CUST_000293,Online,PROD_0082,8,110.25,Net 30,12.79,96.15,769.2
2024-01-09 01:36:00,CUST_000311,Online,PROD_0029,13,610.51,COD,15.47,516.06,6708.78
2024-01-06 06:31:00,CUST_000401,Online,PROD_0089,13,413.5,Net 60,17.11,342.75,4455.75
2024-01-21 00:54:00,CUST_000156,Offline,PROD_0002,15,537.34,Net 15,11.4,476.08,7141.2
2024-01-26 06:51:00,CUST_000385,Online,PROD_0064,15,315.68,Net 30,4.8,300.53,4507.95
2024-01-25 11:15:00,CUST_000053,Offline,PROD_0096,11,57.59,Net 15,22.74,44.49,489.39
2024-01-16 10:52:00,CUST_000073,Online,PROD_0036,10,710.67,Net 30,18.5,579.2,5792.0
2024-01-04 12:06:00,CUST_000183,Online,PROD_0096,6,966.16,Net 60,13.99,830.99,4985.94
2024-01-04 14:50:00,CUST_000369,Online,PROD_0020,5,537.06,Net 60,11.21,476.86,2384.3
2024-01-09 10:07:00,CUST_000189,Online,PROD_0055,5,336.28,Net 15,12.48,294.31,1471.55
2024-01-01 22:24:00,CUST_000013,Offline,PROD_0037,8,938.9,Net 15,20.59,745.58,5964.64
2024-01-24 07:44:00,CUST_000047,Offline,PROD_0097,1,371.02,COD,0.31,369.87,369.87
2024-01-22 03:39:00,CUST_000448,Online,PROD_0052,2,915.38,Net 30,21.63,717.38,1434.76
2024-01-03 08:28:00,CUST_000160,Online,PROD_0069,17,857.13,Net 30,1.17,847.1,14400.7
2024-01-02 01:27:00,CUST_000284,Online,PROD_0070,7,533.42,Net 15,15.4,451.27,3158.89
2024-01-13 14:59:00,CUST_000053,Online,PROD_0022,9,680.1,COD,8.33,623.45,5611.05
2024-01-23 11:25:00,CUST_000287,Online,PROD_0085,4,703.31,Net 60,16.96,584.03,2336.12
2024-01-04 07:08:00,CUST_000008,Offline,PROD_0083,7,644.68,Net 30,2.14,630.88,4416.16
2024-01-23 04:55:00,CUST_000072,Online,PROD_0015,10,169.14,Net 60,13.91,145.61,1456.1
2024-01-20 17:10:00,CUST_000380,Online,PROD_0098,16,695.85,COD,21.38,547.08,8753.28
2024-01-15 21:40:00,CUST_000098,Offline,PROD_0047,10,13.19,Net 30,12.37,11.56,115.6
2024-01-17 11:06:00,CUST_000087,Online,PROD_0071,7,712.94,COD,2.11,697.9,4885.3
2024-01-10 09:58:00,CUST_000330,Offline,PROD_0081,2,559.29,COD,0.93,554.09,1108.18
2024-01-13 18:10:00,CUST_000101,Offline,PROD_0069,2,267.16,Net 30,15.53,225.67,451.34
2024-01-13 20:07:00,CUST_000496,Online,PROD_0052,8,805.73,Net 60,1.74,791.71,6333.68
2024-01-08 03:46:00,CUST_000281,Online,PROD_0039,14,411.23,Net 60,1.78,403.91,5654.74
2024-01-31 10:42:00,CUST_000371,Online,PROD_0002,18,490.92,COD,10.64,438.69,7896.42
2024-01-01 16:46:00,CUST_000289,Offline,PROD_0091,1,37.4,Net 15,5.24,35.44,35.44
2024-01-20 05:23:00,CUST_000237,Online,PROD_0045,17,407.31,COD,5.1,386.54,6571.18
2024-01-22 14:30:00,CUST_000196,Offline,PROD_0024,17,175.69,Net 60,12.02,154.57,2627.69
2024-01-09 13:49:00,CUST_000391,Online,PROD_0061,5,283.38,COD,7.02,263.49,1317.45
2024-01-26 16:49:00,CUST_000097,Online,PROD_0092,16,259.62,COD,5.48,245.39,3926.24
2024-01-05 19:51:00,CUST_000450,Offline,PROD_0065,7,55.56,Net 30,12.86,48.41,338.87
2024-01-09 10:55:00,CUST_000368,Online,PROD_0053,15,465.89,COD,7.27,432.02,6480.3
2024-01-22 00:49:00,CUST_000430,Offline,PROD_0021,19,527.37,Net 15,2.01,516.77,9818.63
2024-01-06 01:14:00,CUST_000096,Online,PROD_0092,2,575.35,Net 15,17.07,477.14,954.28
2024-01-29 20:45:00,CUST_000261,Online,PROD_0067,16,467.6,Net 15,14.64,399.14,6386.24
2024-01-05 05:37:00,CUST_000121,Online,PROD_0094,9,870.83,Net 15,5.3,824.68,7422.12
2024-01-30 21:17:00,CUST_000366,Offline,PROD_0001,20,47.3,COD,14.56,40.41,808.2
2024-01-14 09:45:00,CUST_000273,Offline,PROD_0059,18,617.67,Net 15,23.89,470.11,8461.98
2024-01-13 02:29:00,CUST_000332,Offline,PROD_0047,10,867.47,Net 15,23.91,660.06,6600.6
2024-01-06 07:43:00,CUST_000052,Online,PROD_0018,20,50.63,Net 30,13.3,43.9,878.0
2024-01-13 10:43:00,CUST_000396,Online,PROD_0033,4,501.34,Net 60,2.45,489.06,1956.24
2024-01-01 16:47:00,CUST_000318,Online,PROD_0015,2,593.14,Net 30,11.45,525.23,1050.46
2024-01-11 12:49:00,CUST_000163,Online,PROD_0024,14,199.0,Net 15,0.67,197.67,2767.38
2024-01-11 11:05:00,CUST_000190,Offline,PROD_0036,1,259.98,Net 60,10.38,232.99,232.99
2024-01-09 15:03:00,CUST_000277,Offline,PROD_0060,8,787.74,Net 30,22.74,608.61,4868.88
2024-01-03 15:55:00,CUST_000085,Online,PROD_0034,11,571.72,COD,11.69,504.89,5553.79
2024-01-27 11:10:00,CUST_000194,Offline,PROD_0090,1,322.62,Net 60,13.76,278.23,278.23
2024-01-05 17:18:00,CUST_000181,Offline,PROD_0051,5,767.11,Net 30,3.95,736.81,3684.05
2024-01-23 22:37:00,CUST_000021,Offline,PROD_0040,13,749.25,Net 30,0.39,746.33,9702.29
2024-01-22 17:25:00,CUST_000399,Online,PROD_0022,17,351.95,Net 15,24.83,264.56,4497.52
2024-01-06 03:43:00,CUST_000203,Offline,PROD_0016,10,493.76,Net 60,8.46,451.99,4519.9
2024-01-19 01:16:00,CUST_000202,Online,PROD_0042,7,667.87,Net 15,6.98,621.25,4348.75
2024-01-11 10:52:00,CUST_000466,Online,PROD_0016,13,349.82,Net 60,14.28,299.87,3898.31
2024-01-16 01:33:00,CUST_000151,Online,PROD_0005,4,632.72,Net 15,18.63,514.84,2059.36
2024-01-23 07:12:00,CUST_000384,Online,PROD_0006,13,258.56,Net 60,6.29,242.3,3149.9
2024-01-10 07:29:00,CUST_000159,Online,PROD_0042,1,299.1,Net 60,13.1,259.92,259.92
2024-01-04 14:29:00,CUST_000310,Online,PROD_0088,11,317.57,Net 30,8.32,291.15,3202.65
2024-01-01 10:38:00,CUST_000439,Offline,PROD_0030,9,936.69,Net 15,12.02,824.1,7416.9
2024-01-17 19:23:00,CUST_000026,Online,PROD_0032,13,835.34,Net 60,4.03,801.68,10421.84
2024-01-18 21:28:00,CUST_000309,Online,PROD_0053,11,569.51,Net 60,12.75,496.9,5465.9
2024-01-22 11:08:00,CUST_000066,Online,PROD_0019,8,568.23,Net 60,1.18,561.52,4492.16
2024-01-05 09:35:00,CUST_000423,Online,PROD_0051,7,65.59,COD,21.0,51.82,362.74
2024-01-05 09:42:00,CUST_000263,Online,PROD_0028,20,653.01,Net 60,15.69,550.55,11011.0
2024-01-21 23:41:00,CUST_000472,Online,PROD_0047,15,334.84,COD,23.54,256.02,3840.3
2024-01-28 07:01:00,CUST_000167,Offline,PROD_0072,15,616.18,Net 60,14.99,523.81,7857.15
2024-01-23 07:47:00,CUST_000288,Offline,PROD_0001,12,841.83,Net 60,4.55,803.53,9642.36
2024-01-27 21:36:00,CUST_000154,Online,PROD_0068,17,55.04,Net 30,12.1,48.38,822.46
2024-01-27 02:43:00,CUST_000343,Online,PROD_0057,6,610.99,Net 30,16.62,509.44,3056.64
2024-01-13 12:09:00,CUST_000206,Online,PROD_0022,13,568.56,Net 30,9.36,515.34,6699.42
2024-01-04 08:53:00,CUST_000413,Online,PROD_0086,16,214.7,Net 30,13.82,185.03,2960.48
2024-01-24 22:26:00,CUST_000153,Online,PROD_0094,1,649.97,Net 15,4.07,623.52,623.52
2024-01-02 18:00:00,CUST_000184,Offline,PROD_0058,13,559.29,Net 60,19.43,450.62,5858.06
2024-01-25 06:48:00,CUST_000159,Online,PROD_0091,7,769.65,COD,22.74,594.63,4162.41
2024-01-03 19:19:00,CUST_000194,Offline,PROD_0091,13,119.51,Net 60,7.87,110.1,1431.3
2024-01-21 02:34:00,CUST_000002,Online,PROD_0013,7,449.17,Net 60,19.83,360.1,2520.7
2024-01-17 06:26:00,CUST_000215,Online,PROD_0039,8,997.95,Net 60,2.3,975.0,7800.0
2024-01-26 13:16:00,CUST_000175,Online,PROD_0027,18,692.39,Net 30,6.17,649.67,11694.06
2024-01-18 12:51:00,CUST_000075,Online,PROD_0039,17,687.46,Net 60,11.55,608.06,10337.02
2024-01-29 19:52:00,CUST_000285,Online,PROD_0072,16,324.69,Net 60,9.66,293.32,4693.12
2024-01-27 17:03:00,CUST_000127,Online,PROD_0012,17,102.95,Net 15,15.49,87.0,1479.0
2024-01-01 17:00:00,CUST_000490,Online,PROD_0024,8,950.0,Net 15,14.07,816.33,6530.64
2024-01-26 12:19:00,CUST_000483,Online,PROD_0018,7,114.42,COD,2.18,111.93,783.51
2024-01-20 22:09:00,CUST_000049,Online,PROD_0015,18,992.78,Net 15,3.29,960.12,17282.16
2024-01-27 10:40:00,CUST_000457,Online,PROD_0060,4,134.52,Net 30,1.29,132.78,531.12
2024-01-09 04:57:00,CUST_000032,Online,PROD_0016,2,179.2,Net 15,23.82,136.51,273.02
2024-01-01 16:21:00,CUST_000158,Online,PROD_0097,16,315.28,COD,16.13,264.43,4230.88
2024-01-02 23:44:00,CUST_000015,Online,PROD_0074,18,517.25,COD,21.39,406.61,7318.98
2024-01-09 03:04:00,CUST_000318,Online,PROD_0047,8,792.5,Net 15,13.53,685.27,5482.16
2024-01-11 23:50:00,CUST_000334,Offline,PROD_0024,14,971.3,Net 60,4.85,924.19,12938.66
2024-01-21 02:11:00,CUST_000243,Offline,PROD_0045,18,365.24,COD,15.67,308.01,5544.18
2024-01-26 18:18:00,CUST_000017,Offline,PROD_0019,19,30.21,Net 15,12.63,26.39,501.41
2024-01-13 06:46:00,CUST_000022,Online,PROD_0091,4,620.51,Net 15,10.2,557.22,2228.88
2024-01-23 06:25:00,CUST_000244,Online,PROD_0041,14,713.68,Net 15,9.3,647.31,9062.34
2024-01-08 04:20:00,CUST_000414,Offline,PROD_0031,2,403.47,COD,16.25,337.91,675.82
2024-01-14 03:22:00,CUST_000081,Online,PROD_0085,17,191.64,Net 60,15.44,162.05,2754.85
2024-01-10 19:14:00,CUST_000144,Online,PROD_0016,6,312.96,Net 30,3.79,301.1,1806.6
2024-01-18 19:44:00,CUST_000436,Online,PROD_0023,8,659.24,Net 15,20.41,524.69,4197.52
2024-01-29 07:40:00,CUST_000008,Online,PROD_0078,16,499.24,Net 60,15.9,419.86,6717.76
2024-01-16 18:47:00,CUST_000448,Online,PROD_0023,1,745.99,Net 30,13.4,646.03,646.03
2024-01-07 13:27:00,CUST_000167,Online,PROD_0041,18,225.99,Net 15,18.72,183.68,3306.24
2024-01-14 03:57:00,CUST_000287,Online,PROD_0018,3,843.57,COD,3.84,811.18,2433.54
2024-01-15 02:36:00,CUST_000268,Offline,PROD_0036,18,164.33,Net 30,22.99,126.55,2277.9
2024-01-01 02:46:00,CUST_000289,Online,PROD_0012,10,336.62,Net 60,6.76,313.86,3138.6
2024-01-24 07:35:00,CUST_000186,Online,PROD_0075,2,595.3,Net 30,6.57,556.19,1112.38
2024-01-02 23:23:00,CUST_000012,Offline,PROD_0069,19,739.49,Net 60,20.37,588.86,11188.34
2024-01-10 03:02:00,CUST_000281,Online,PROD_0051,11,273.52,Net 60,8.35,250.68,2757.48
2024-01-02 16:22:00,CUST_000422,Offline,PROD_0085,19,948.64,Net 60,20.77,751.61,14280.59
2024-01-21 23:51:00,CUST_000304,Online,PROD_0032,3,709.05,Net 15,8.2,650.91,1952.73
2024-01-23 12:04:00,CUST_000466,Online,PROD_0093,10,225.5,Net 30,13.77,194.45,1944.5
2024-01-31 20:40:00,CUST_000083,Offline,PROD_0071,16,728.51,COD,5.77,686.47,10983.52
2024-01-25 21:05:00,CUST_000055,Online,PROD_0036,3,699.37,Net 15,18.29,571.46,1714.38
2024-01-05 09:39:00,CUST_000131,Online,PROD_0040,19,755.16,COD,4.17,723.67,13749.73
2024-01-07 06:37:00,CUST_000125,Online,PROD_0091,20,916.72,COD,22.49,710.55,14211.0
2024-01-21 19:02:00,CUST_000483,Online,PROD_0070,7,714.6,Net 30,9.29,648.21,4537.47
2024-01-19 21:46:00,CUST_000325,Offline,PROD_0038,17,358.39,Net 15,11.79,316.14,5374.38
2024-01-04 11:37:00,CUST_000419,Online,PROD_0054,8,792.61,Net 30,0.6,787.85,6302.8
2024-01-19 03:46:00,CUST_000051,Online,PROD_0004,3,698.9,Net 15,24.39,528.44,1585.32
2024-01-09 04:12:00,CUST_000027,Offline,PROD_0046,7,578.52,Net 15,20.33,460.91,3226.37
2024-01-23 17:29:00,CUST_000165,Online,PROD_0063,10,360.29,Net 30,11.18,320.01,3200.1
2024-01-30 04:24:00,CUST_000494,Offline,PROD_0099,19,921.84,Net 15,23.01,709.72,13484.68
2024-01-16 18:13:00,CUST_000469,Online,PROD_0074,15,517.63,Net 30,23.28,397.13,5956.95
2024-01-25 15:58:00,CUST_000400,Online,PROD_0050,15,631.82,Net 60,13.33,547.6,8214.0
2024-01-15 21:35:00,CUST_000476,Online,PROD_0030,5,421.21,Net 60,5.85,396.57,1982.85
2024-01-07 15:55:00,CUST_000281,Offline,PROD_0073,3,783.01,COD,12.18,687.64,2062.92
2024-01-22 20:53:00,CUST_000033,Online,PROD_0016,3,347.63,Net 30,8.12,319.4,958.2
2024-01-21 07:48:00,CUST_000062,Online,PROD_0052,4,812.53,COD,11.2,721.53,2886.12
2024-01-16 22:30:00,CUST_000145,Online,PROD_0004,15,116.86,Net 15,22.78,90.24,1353.6
2024-01-10 09:31:00,CUST_000171,Online,PROD_0026,16,711.87,Net 60,7.05,661.68,10586.88
2024-01-27 01:08:00,CUST_000286,Online,PROD_0029,5,482.11,Net 30,20.97,381.01,1905.05
2024-01-17 10:31:00,CUST_000297,Offline,PROD_0092,8,701.77,COD,23.38,537.7,4301.6
2024-01-10 21:56:00,CUST_000117,Online,PROD_0011,10,536.08,Net 15,20.13,428.17,4281.7
2024-01-17 03:47:00,CUST_000004,Online,PROD_0092,2,142.96,Net 15,13.18,124.12,248.24
2024-01-20 14:24:00,CUST_000066,Online,PROD_0096,14,482.22,Net 30,14.1,414.23,5799.22
2024-01-27 20:36:00,CUST_000060,Online,PROD_0024,5,964.91,Net 15,20.49,767.2,3836.0
2024-01-06 16:00:00,CUST_000393,Offline,PROD_0051,7,757.29,COD,1.11,748.88,5242.16
2024-01-31 18:35:00,CUST_000287,Online,PROD_0042,11,307.19,Net 30,18.4,250.67,2757.37
2024-01-17 08:23:00,CUST_000345,Offline,PROD_0039,3,944.67,COD,13.22,819.78,2459.34
2024-01-02 07:14:00,CUST_000229,Online,PROD_0007,12,781.16,Net 30,9.93,703.59,8443.08
2024-01-07 05:00:00,CUST_000100,Offline,PROD_0018,14,370.8,COD,19.17,299.72,4196.08
2024-01-15 22:57:00,CUST_000119,Online,PROD_0003,1,607.54,Net 15,6.66,567.08,567.08
2024-01-07 16:33:00,CUST_000069,Offline,PROD_0063,16,432.42,Net 60,22.39,335.6,5369.6
2024-01-27 08:28:00,CUST_000152,Online,PROD_0020,15,105.72,Net 15,17.21,87.53,1312.95
2024-01-09 12:05:00,CUST_000280,Offline,PROD_0098,1,807.97,Net 15,15.25,684.75,684.75
2024-01-06 19:51:00,CUST_000221,Online,PROD_0094,13,199.17,COD,13.08,173.12,2250.56
2024-01-21 02:16:00,CUST_000498,Online,PROD_0073,15,463.46,COD,5.32,438.8,6582.0
2024-01-31 16:11:00,CUST_000429,Online,PROD_0074,17,705.61,Net 60,15.42,596.8,10145.6
2024-01-16 14:44:00,CUST_000223,Offline,PROD_0070,9,932.89,Net 60,18.12,763.85,6874.65
2024-01-23 00:16:00,CUST_000165,Online,PROD_0017,5,72.1,COD,0.29,71.89,359.45
2024-01-03 14:35:00,CUST_000442,Offline,PROD_0079,12,399.3,Net 15,9.16,362.72,4352.64
2024-01-04 17:48:00,CUST_000211,Online,PROD_0097,17,618.5,Net 30,20.81,489.79,8326.43
2024-01-19 10:51:00,CUST_000279,Offline,PROD_0059,11,781.52,Net 60,15.81,657.96,7237.56
2024-01-03 07:13:00,CUST_000419,Online,PROD_0054,11,921.72,Net 15,15.38,779.96,8579.56
2024-01-26 00:13:00,CUST_000063,Online,PROD_0013,8,10.49,Net 30,5.72,9.89,79.12
2024-01-02 22:03:00,CUST_000374,Online,PROD_0042,15,631.49,Net 15,15.8,531.71,7975.65
2024-01-24 18:05:00,CUST_000370,Online,PROD_0044,2,16.87,Net 60,19.65,13.56,27.12
2024-01-25 00:48:00,CUST_000262,Online,PROD_0086,10,789.38,COD,10.04,710.13,7101.3
2024-01-08 18:52:00,CUST_000006,Online,PROD_0080,14,158.17,COD,4.55,150.97,2113.58
2024-01-01 04:26:00,CUST_000248,Offline,PROD_0098,5,895.67,Net 60,1.93,878.38,4391.9
2024-01-16 05:39:00,CUST_000229,Offline,PROD_0067,17,163.57,COD,12.64,142.89,2429.13
2024-01-13 15:34:00,CUST_000286,Online,PROD_0072,18,766.69,Net 30,17.1,635.59,11440.62
2024-01-19 11:15:00,CUST_000257,Online,PROD_0020,19,296.41,Net 15,4.07,284.35,5402.65
2024-01-27 10:09:00,CUST_000063,Online,PROD_0047,7,561.68,COD,10.54,502.48,3517.36
2024-01-25 19:30:00,CUST_000392,Online,PROD_0024,18,612.35,COD,14.22,525.27,9454.86
2024-01-04 11:22:00,CUST_000028,Online,PROD_0051,12,214.69,COD,3.9,206.32,2475.84
2024-01-02 23:21:00,CUST_000345,Offline,PROD_0018,15,305.71,Net 60,6.75,285.07,4276.05
2024-01-19 04:07:00,CUST_000417,Offline,PROD_0023,14,116.43,Net 60,15.21,98.72,1382.08
2024-01-07 13:55:00,CUST_000053,Online,PROD_0001,10,15.24,COD,18.13,12.48,124.8
